Product_id,Product_Position,Promotion,Product Category,Seasonal,Sales_volume,sku,name,description,price,currency,scraped_at,terms,section
165326,Aisle,No,Clothing,No,1188,319334069-712-2,STRUCTURED TEXT T-SHIRT,Full cut T-shirt made of mesh textured fabric. Contrast rib V-neckline and short sleeves. Front contrast printed text.,45.9,USD,2/19/2024 8:56,t-shirts,MAN
185154,Aisle,Yes,Clothing,No,996,311307261-712-2,ABSTRACT PRINT T-SHIRT,Full cut T-shirt with crew neck and short sleeves. Contrasting front and back prints. Washed effect.,39.9,USD,2/19/2024 8:56,t-shirts,MAN
141330,Aisle,No,Clothing,Yes,1915,323216369-922-2,RAISED TEXT T-SHIRT LIMITED EDITION,Full cut T-shirt with round neck and short sleeves. Front tonal raised text. Washed effect.,39.9,USD,2/19/2024 8:56,t-shirts,MAN
158958,End-cap,No,Clothing,No,903,320111404-428-2,RIBBED KNIT T-SHIRT,Cropped fit knit shirt. Round neck and long sleeves. Washed effect.,45.9,USD,2/19/2024 8:56,t-shirts,MAN
155010,Aisle,Yes,Clothing,Yes,729,328232445-800-2,SEMI-SHEER KNIT SHIRT LIMITED EDITION,Slim fit shirt made of wrinkle effect fabric. Round neck and long sleeves.,45.9,USD,2/19/2024 8:56,t-shirts,MAN
135857,Aisle,No,Clothing,Yes,2045,311297550-251-2,VISCOSE BLEND KNIT T-SHIRT,Knit shirt in viscose blend fabric. Mock neck and short sleeves. Rib trim.,45.9,USD,2/19/2024 8:56,t-shirts,MAN
147690,Aisle,Yes,Clothing,No,881,322909502-819-2,STRIPED JACQUARD T-SHIRT,Relaxed fit T-shirt with round neck and short sleeves.,39.9,USD,2/19/2024 8:56,t-shirts,MAN
130321,End-cap,Yes,Clothing,No,2093,320071210-802-2,ABSTRACT PRINT KNIT T-SHIRT,Cotton knit T-shirt. Round neck and short sleeves.,39.9,USD,2/19/2024 8:56,t-shirts,MAN
196752,End-cap,No,Clothing,No,2227,319334070-401-2,STRUCTURED TEXT T-SHIRT,Full cut T-shirt made of mesh textured fabric. Contrast rib V-neckline and short sleeves. Front contrast printed text.,45.9,USD,2/19/2024 8:56,t-shirts,MAN
181011,Aisle,Yes,Clothing,Yes,994,322612356-505-2,HERRINGBONE TEXTURED JACKET,RETRO SNEAKERS,89.9,USD,2/19/2024 9:10,shoes,MAN
139967,End-cap,No,Clothing,No,2634,311282631-712-2,OVERSIZED CROPPED JACKET LIMITED EDITION,V-neck sweater with long sleeves. Rib trim.,69.9,USD,2/19/2024 9:10,t-shirts,MAN
162699,End-cap,No,Clothing,Yes,2732,329282612-401-2,LEATHER BIKER JACKET,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,89.9,USD,2/19/2024 9:10,sweaters,MAN
119044,Aisle,No,Clothing,Yes,1140,320026789-714-2,CROPPED LEATHER JACKET,Relaxed fit overshirt made of 25% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Front button closure.,169,USD,2/19/2024 9:10,sweaters,MAN
121348,End-cap,No,Clothing,Yes,1008,323216360-406-2,FAUX LEATHER BOXY FIT JACKET,Relaxed fit overshirt made of stretch fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,169,USD,2/19/2024 9:10,t-shirts,MAN
163982,Front of Store,No,Clothing,No,2685,318209963-800-2,FAUX LEATHER JACKET,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Irregular trim. Front button closure.,69.9,USD,2/19/2024 9:10,t-shirts,MAN
185774,End-cap,Yes,Clothing,Yes,1145,316727555-700-2,FAUX SUEDE BOMBER JACKET,Overshirt with lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,19.99,USD,2/19/2024 9:10,t-shirts,MAN
144651,Aisle,Yes,Clothing,No,1791,312571093-710-2,DENIM BOMBER JACKET,Relaxed fit overshirt made of wool blend fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.,139,USD,2/19/2024 9:10,t-shirts,MAN
195103,Aisle,Yes,Clothing,No,2849,330290387-401-2,BOUCLГ‰ TEXTURED JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliquГ© and contrast front and back patches. Rib trim. Front snap button closure.,109,USD,2/19/2024 9:10,t-shirts,MAN
123047,Aisle,No,Clothing,Yes,2985,313027279-800-2,SUIT JACKET IN 100% LINEN,Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,109,USD,2/19/2024 9:10,t-shirts,MAN
123077,Front of Store,No,Clothing,No,1603,320671529-802-2,JACQUARD DENIM JACKET,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,109,USD,2/19/2024 9:10,t-shirts,MAN
171860,Aisle,Yes,Clothing,No,707,323646471-802-2,PADDED DENIM JACKET,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,109,USD,2/19/2024 9:10,t-shirts,MAN
149487,Aisle,No,Clothing,Yes,1258,312978838-611-2,LEATHER JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect.Asymmetric hem with side vents. Front button closure.,99.9,USD,2/19/2024 9:10,t-shirts,MAN
168516,Front of Store,Yes,Clothing,No,2168,336446858-822-2,LIGHTWEIGHT BOMBER JACKET,Jacket made of faux shearling fabric. V-neckline and long sleeves with elastic cuffs. Lined interior with structured mesh fabric. Welt pockets at hip. Adjustable hem with side elastics. Front snap button closure.,89.9,USD,2/19/2024 9:10,t-shirts,MAN
177771,End-cap,Yes,Clothing,Yes,1764,281883711-071-2,SUIT JACKET,Jacket with lightly padded interior. Corduroy lapel collar. Long sleeves. Patch pockets at hip. Front button closure.,69.9,USD,2/19/2024 9:10,t-shirts,MAN
172015,End-cap,Yes,Clothing,Yes,2622,313008692-514-2,FAUX LEATHER BOMBER JACKET,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Front patch pockets. Irregular finished seams. Front button closure.,139,USD,2/19/2024 9:10,t-shirts,MAN
118985,Aisle,No,Clothing,Yes,694,281593208-015-2,PATCH BOMBER JACKET,Vest made of viscose and wool blend fabric. V-neckline. Patch pockets at hip. Front zip closure.,139,USD,2/19/2024 9:10,t-shirts,MAN
112194,Aisle,Yes,Clothing,Yes,2187,314937772-710-2,STRETCH POCKET OVERSHIRT,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliquГ©s and embroidery. Rib trim. Front snap button closure.,109,USD,2/19/2024 9:10,jackets,MAN
113435,Aisle,No,Clothing,Yes,2973,320278659-251-2,RIB COLLAR JACKET,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,129,USD,2/19/2024 9:10,jackets,MAN
159182,Front of Store,Yes,Clothing,No,1014,321993245-500-2,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,169,USD,2/19/2024 9:10,jackets,MAN
199233,Aisle,Yes,Clothing,No,2222,330590505-500-2,CONTRASTING PATCHES BOMBER JACKET,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,159,USD,2/19/2024 9:10,jackets,MAN
137044,Aisle,No,Clothing,Yes,2534,320680326-107-39,PATCH BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliquГ© and contrast front and back patches. Rib trim. Front snap button closure.,12.99,USD,2/19/2024 9:10,jackets,MAN
154736,Front of Store,Yes,Clothing,Yes,1466,311292244-800-39,CROPPED BOMBER JACKET LIMITED EDITION,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliquГ©s at front and back. Rib trim. Front snap button closure.,19.9,USD,2/19/2024 9:10,jackets,MAN
141434,Front of Store,No,Clothing,Yes,2870,311307610-400-39,FAUX LEATHER PUFFER JACKET,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,39.9,USD,2/19/2024 9:10,jackets,MAN
